,Filename,Pvals,SAFE,b1,b0,b2,b3,b4,b5,t1,t0,t2,t3,t4,t5
0,chris/chrissim_18.csv,7.592448183569202e-35,34.03441669138976,-0.7195326093091514,-0.16549162937479017,0.38116575311009154,0.11191899927134275,-0.8323087870273025,0.24254458164976933,-1.699402302733228,-3.6265623508588987,10.348225030947427,1.403940235070126,-4.896589552710707,1.5374645819725228
1,chris/chrissim_30.csv,1.57431893453971e-10,10.92590733249274,-1.7401319291807347,-0.1574184906715884,0.16762531894814237,-0.035720568259163823,-0.6581576715752291,-0.06706307343171614,-4.1214865098924145,-3.459804280597091,4.547105552634209,-0.4526564622730046,-3.872445634370023,-0.4301613479726603
2,chris/chrissim_32.csv,8.127775031511347e-06,6.263994832985126,-0.8923129725744121,-0.0523399656130943,0.16415262213195925,-0.07121384397574859,-0.33064763516431583,0.23595719153669542,-2.1073706841589424,-1.1405833852438383,4.447788012832392,-0.8830744810694846,-1.9316913509701163,1.467118638830035
3,chris/chrissim_35.csv,0.005945990344759243,3.267707361476103,-0.3885162293638165,-0.10103336764499,0.05848196853823518,-0.027515813871227635,-0.4652187776056941,-0.042989089009754976,-0.9146670028587612,-2.205531408577314,1.576849219214782,-0.33897662009698726,-2.7287172506036343,-0.27181266108201557
4,chris/chrissim_39.csv,0.022738666537021227,2.6140784188114017,-0.44276515555363105,-0.08846249662121801,-0.005556317417395844,0.0032919517456169185,-0.4677142799633397,-0.2362795075182914,-1.0542098057075726,-1.9417879307973727,-0.15158811421007465,0.041558934764678944,-2.765329295850649,-1.5044452985412244
5,chris/chrissim_41.csv,0.5776825524385174,0.7611905435132655,-0.173950534070328,0.02025117317179311,-0.05950857098187465,-0.015520331971644218,0.012131910454731925,0.12786768546940214,-0.41097778850707267,0.44169600062362496,-1.61037563720317,-0.196964828688442,0.07133222003944541,0.8150462998207545
6,chris/chrissim_50.csv,0.37157096884494833,1.0755130365981684,0.05249887381620906,-0.023858187693492145,0.01243336499029507,0.0981946233517352,-0.28987152517547116,0.07933986290378102,0.12366879526930874,-0.518660900328153,0.33576714194885793,1.2417208992640847,-1.7027480917067317,0.506105939753614
7,chris/chrissim_51.csv,0.15463733927931533,1.6058985722419261,-0.40091885256812776,-0.09228455841393012,-0.007607154635126515,0.07331631035513068,-0.30234910224792977,0.03952049036539522,-0.9462418424285468,-2.014999229378118,-0.2063073426168135,0.9208128329534327,-1.7723768760303298,0.25212432560563364
8,chris/chrissim_56.csv,8.015852825703121e-14,14.111009563277793,-0.03137989091220647,-0.12577836600441245,0.24639641174336716,0.03252174019229477,-0.5075516194180825,0.10797243502303176,-0.0741330379390744,-2.746542325587573,6.667682582845356,0.4089644984318635,-2.978350363507007,0.6853712527067893
9,chris/chrissim_66.csv,0.6275020731851351,0.6945697848607854,-0.03340004296295114,-0.05835595782686402,-0.015290787873705478,-0.005846436365557697,0.10174345033273535,0.18479309287763387,-0.07878452301898228,-1.2739677765861153,-0.41464260717641477,-0.07431565860449968,0.5990919964709444,1.1681477081456788
10,chris/chrissim_76.csv,0.7739516149542759,0.5033727396727197,-0.3033074213854108,0.02164077500035574,-0.014359444332038025,-0.0689497296777237,-0.11121517405607557,0.1390714341946538,-0.7135650877037102,0.47298130999700316,-0.387300741527768,-0.8606485529733156,-0.6507361119370163,0.8837459248565162
11,chris/chrissim_78.csv,0.32519646404958225,1.1619340287371032,-0.6948208805873867,-0.08661039324408473,0.0355165050693238,0.02485288214337754,-0.09877052080759324,-0.08515328827192774,-1.6397480678749736,-1.8841748135974297,0.9630500835631078,0.3135982445273684,-0.579200434527408,-0.5425225412757078
12,chris/chrissim_80.csv,0.5302547143210294,0.8268569995418096,0.2646015576888504,0.0024479304602069464,0.017781655226328512,-0.05205074408797817,-0.3102284291242194,-0.05400920908099631,0.6230432375042823,0.05349621681292049,0.48145772999220426,-0.651834667708197,-1.8261588820114116,-0.33619986172718486
13,chris/chrissim_89.csv,0.05014578271391706,2.2127519130073,-0.5618248191118885,-0.0018212390178284025,0.06948564212317193,0.12467783788289265,-0.2985679385794462,0.16175704183594358,-1.3224393768448743,-0.039646542905745034,1.8776968078116012,1.5578114428435759,-1.7570526873806918,1.032475526129393
14,chris/chrissim_92.csv,0.3019969309836855,1.2087581908428278,-0.1855303177634432,-0.02607133959128845,0.03319050338441255,0.16363516855115232,-0.08235843205601734,0.0856708624736087,-0.4395542560145541,-0.5719069023761411,0.9032135165292546,2.054000728471317,-0.48540207434071686,0.5482397082299463
15,chris/chrissim_106.csv,0.8543001102926069,0.3925096002347326,-0.09846584346211126,0.01973185670837654,-0.018464042169494765,0.029836139102139336,-0.14907185697091224,0.11942919696216078,-0.23194518096453293,0.4313915475277164,-0.4997216985349296,0.3788657427394079,-0.8729189618744433,0.7592355874791382
16,chris/chrissim_108.csv,0.23837013181657482,1.3539073635741075,0.3753021260733306,0.01725727516772741,0.05842329013822003,-0.09326039964471232,-0.07275097755731233,-0.2648516735231287,0.8885883791710358,0.37690736233019895,1.5892908683675158,-1.1780634777039045,-0.42911427035173916,-1.6968754953759706
17,chris/chrissim_109.csv,0.5518587943659201,0.7966171529035456,0.19043895966802377,0.031612491663659724,-0.020648039300806283,-0.054160390248440105,-0.12870458867633483,-0.24219777644373583,0.4507903418326706,0.6932714916729722,-0.5610643757429167,-0.6770137698532717,-0.7581783113016971,-1.5514370645327822
18,chris/chrissim_111.csv,0.5054913395737276,0.8623123218688542,-0.46371090747005916,0.027069700759790025,-0.05960530509828952,0.07366563566958971,-0.09420064797786576,-0.007698734434496285,-1.0969917843838817,0.5919358652331494,-1.6146881077765765,0.9277416195352645,-0.5533863414832544,-0.04897865233710336
