6.326208294262771960e+05,6.325949892373437760e+05,6.326082825767155737e+05,6.325913055254812352e+05,6.325825944647460710e+05,6.325832622453204822e+05,6.325985317197463010e+05,6.324530020425536204e+05,6.322598405855774181e+05,6.322055027382215485e+05,6.323625499656555476e+05,6.327527734353569103e+05,6.330275758750736713e+05,6.330384042026647367e+05,6.327543209234855603e+05,6.323934496711540269e+05,6.321895772627894767e+05,6.322697046960622538e+05,6.324792935639157658e+05,6.326358584941648878e+05,6.326082800785660511e+05,6.326255797097720206e+05,6.326100919953112025e+05,6.326458327557659941e+05,6.326071033837638097e+05
6.326018986382595031e+05,6.326243507818417856e+05,6.325643608533639926e+05,6.325713255409644917e+05,6.326467525893721031e+05,6.325810674849121133e+05,6.326487757286757696e+05,6.324421525234828005e+05,6.322296798858181573e+05,6.321986457434721524e+05,6.324121485892203636e+05,6.327715482259658165e+05,6.330156781583626289e+05,6.330117162267228123e+05,6.327792675463929772e+05,6.323900624347252306e+05,6.321982966047467198e+05,6.322929359355921624e+05,6.324979730697061168e+05,6.325725339131321525e+05,6.326003388212200953e+05,6.326358792136131087e+05,6.325890514858626993e+05,6.325680057805217803e+05,6.326021496262503788e+05
6.326328649532585405e+05,6.326292469400437549e+05,6.325856056437519146e+05,6.326347673384182854e+05,6.326079154571470572e+05,6.326301786770585459e+05,6.325947228518116754e+05,6.324722244696246926e+05,6.322458033032888779e+05,6.322229895688955439e+05,6.323891356672926340e+05,6.327372607257147320e+05,6.330616170234313468e+05,6.330355837900676997e+05,6.327371760171729838e+05,6.324257160985161318e+05,6.322109352989527397e+05,6.322643814836289966e+05,6.324604301416092785e+05,6.326153585943902144e+05,6.325976820466809440e+05,6.325837877177923219e+05,6.326252883651206503e+05,6.325534038797698449e+05,6.326113936906207819e+05
6.325741130445529707e+05,6.326098099122832064e+05,6.326411063032173552e+05,6.326525501872322056e+05,6.327016767424908467e+05,6.325950077382464660e+05,6.326746652706618188e+05,6.324537818666409003e+05,6.322582255701968679e+05,6.322347926332057687e+05,6.323672684427299537e+05,6.327743437541000312e+05,6.330524966419182019e+05,6.330197554456519429e+05,6.327392396650237497e+05,6.324111369203479262e+05,6.322152584196454845e+05,6.322857187565433560e+05,6.324721681018830277e+05,6.326078644041386433e+05,6.325971843140183482e+05,6.325900339650878450e+05,6.326395771723794751e+05,6.326326766908771824e+05,6.326652317725509638e+05
6.326398760148237925e+05,6.325970023817556212e+05,6.326270485285749892e+05,6.326200805364770349e+05,6.325759419859704794e+05,6.326655110339542152e+05,6.326018787173925666e+05,6.324904301836648956e+05,6.322533932948560687e+05,6.322447817635034444e+05,6.324406261702323100e+05,6.327916779294010485e+05,6.330189359344600234e+05,6.330905771130645880e+05,6.327753084808654385e+05,6.324084519475678680e+05,6.322346451194758993e+05,6.322723303840557346e+05,6.324698716818240937e+05,6.325621195355613017e+05,6.326076938993476797e+05,6.326463746492970968e+05,6.325584513072547270e+05,6.325685622120342450e+05,6.326372944479454309e+05
6.326072048246517079e+05,6.325791158119166503e+05,6.325805029527856968e+05,6.325869131388990209e+05,6.326227191556291655e+05,6.325608301814027363e+05,6.326035756656654412e+05,6.325044393657181645e+05,6.322550648732895497e+05,6.322146617391206091e+05,6.324000511461601127e+05,6.327824976838740986e+05,6.330241641899462556e+05,6.329959364555913489e+05,6.327573050238953438e+05,6.323996374552211491e+05,6.321668019567560405e+05,6.323060989460380515e+05,6.324971391272243345e+05,6.325897734014635207e+05,6.325986478988733143e+05,6.325883058207386639e+05,6.326484035428747302e+05,6.325951614514049143e+05,6.326334082014742307e+05
6.326095117525892565e+05,6.325694307997920550e+05,6.326073161513580708e+05,6.326072004444892518e+05,6.326097172622315120e+05,6.326168327079444425e+05,6.326461685213157907e+05,6.324537901864449959e+05,6.322439421644813847e+05,6.321785787627114914e+05,6.324066511850963579e+05,6.327306955240351381e+05,6.330951503681730246e+05,6.330057820260792505e+05,6.327607916112646926e+05,6.324512503691542661e+05,6.322365651930278400e+05,6.323030544278854504e+05,6.324677142772272928e+05,6.326070373274269514e+05,6.326128931409731740e+05,6.326050664242208004e+05,6.326488170666149817e+05,6.325651248301541200e+05,6.325388254602743546e+05
6.326298007821916835e+05,6.326225045730376150e+05,6.326482718685896834e+05,6.325895849410153460e+05,6.325647588132236851e+05,6.325091178515496431e+05,6.326299915192772169e+05,6.324752193253745791e+05,6.322874231709331507e+05,6.322469194049913203e+05,6.324560764392472338e+05,6.327617970849878620e+05,6.330433356478812639e+05,6.329838252030744916e+05,6.327374753842118662e+05,6.324381604455689667e+05,6.322384728871481493e+05,6.322501960471196799e+05,6.324644804313533241e+05,6.325984312279651640e+05,6.326239614847210469e+05,6.325915696220098762e+05,6.326151176040481078e+05,6.326179097866817610e+05,6.326036696774034062e+05
6.326044004131620750e+05,6.326554016392547637e+05,6.326364658221752616e+05,6.325826398961212253e+05,6.326474153878702782e+05,6.326226909589126008e+05,6.326427206176500767e+05,6.325229316842956468e+05,6.322465339875823120e+05,6.322161636208225973e+05,6.324202622252675937e+05,6.327204553629317088e+05,6.330060786301634507e+05,6.330696946776611730e+05,6.327181330489825923e+05,6.324253773719823221e+05,6.322893151713312836e+05,6.322632892828991171e+05,6.325154094059424242e+05,6.325398477906653425e+05,6.326231816231393022e+05,6.326721568379640812e+05,6.326047910794037161e+05,6.326015295071931323e+05,6.326052209565896774e+05
6.326289927291970234e+05,6.326239633980012732e+05,6.325764337914482458e+05,6.325777826465293765e+05,6.325911376721890410e+05,6.326278828725345666e+05,6.325752850708193146e+05,6.324898074994996423e+05,6.323126187632112997e+05,6.322021541816868121e+05,6.324641568716400070e+05,6.328172380856764503e+05,6.330625648908616276e+05,6.330997673090380849e+05,6.327206222753406037e+05,6.323421261595179094e+05,6.321890709067104617e+05,6.322503423923421651e+05,6.324731678475379013e+05,6.326373538717833580e+05,6.326114026060769102e+05,6.326219229487164412e+05,6.325889103608251316e+05,6.326024296539290808e+05,6.326083396270007361e+05
6.325974590951805003e+05,6.326256114203149918e+05,6.326555245094847633e+05,6.327033322294711834e+05,6.325794932127895299e+05,6.325916009678520495e+05,6.326510795667161001e+05,6.323835141555600567e+05,6.322986260130748851e+05,6.322167465766579844e+05,6.324443091069158399e+05,6.327833169623858994e+05,6.329888652001012815e+05,6.330244269126015715e+05,6.327388970971112140e+05,6.323986604827487608e+05,6.321844770185385132e+05,6.323114335031068185e+05,6.324739236352783628e+05,6.325562307270147139e+05,6.326310095848162891e+05,6.325641860560947098e+05,6.326513731983093312e+05,6.325540050034213345e+05,6.326441983791566454e+05
