1.582480001164812966e-01,1.522063783351283173e-01,1.558700785389461052e-01,1.530396196730655911e-01,1.550180479702863157e-01,1.523382056299047993e-01,1.508458089498733168e-01,1.540990151233796734e-01,1.547053069018233251e-01,1.561171350037384442e-01,1.560195130444081701e-01,1.564781759732233046e-01,1.558747836922345642e-01,1.534012563389147155e-01,1.566976118470170543e-01,1.541885272923841088e-01,1.572840831671625250e-01,1.565029354428605357e-01,1.558028472747657323e-01,1.533939272145157240e-01,1.555829409225101545e-01,1.570672589461304114e-01,1.544912678577657905e-01,1.526336890879625430e-01,1.552695067538174545e-01
1.571220934029660399e-01,1.533061036359477103e-01,1.546584476977819478e-01,1.541834298231496148e-01,1.541817381244021679e-01,1.548634858021659677e-01,1.572200287091670146e-01,1.556681265446936413e-01,1.540777156036721995e-01,1.525491933066092654e-01,1.545556603041042809e-01,1.555072750511803381e-01,1.560952940675545131e-01,1.532078622702018333e-01,1.563246012145850239e-01,1.538832154814610831e-01,1.518128735697875653e-01,1.566706106395963916e-01,1.557967760866965923e-01,1.571557664516906316e-01,1.560002418292797122e-01,1.527052192555387600e-01,1.541428028238080450e-01,1.547249678783802762e-01,1.517496075091049890e-01
1.528562447915345346e-01,1.561877002640482959e-01,1.553580449501405780e-01,1.542455650281068236e-01,1.538734073227844834e-01,1.557368972314049360e-01,1.566836092606689324e-01,1.565776664958892228e-01,1.556603448973690462e-01,1.565478692899213153e-01,1.547558724400043828e-01,1.552722870108633746e-01,1.573516111219335767e-01,1.550098396425676484e-01,1.528347744620544291e-01,1.558978949823818239e-01,1.555745318105750674e-01,1.559359866140936357e-01,1.541376102619329003e-01,1.553881305295968518e-01,1.551248004301442052e-01,1.555890604807427247e-01,1.541640320660292440e-01,1.569887252175835024e-01,1.541399676391095319e-01
1.539810776434238360e-01,1.543353503152763151e-01,1.536969188457147917e-01,1.528355253678534420e-01,1.525113255432156423e-01,1.530320382377957089e-01,1.535798989072822140e-01,1.544915708694895307e-01,1.552768329866696384e-01,1.538785205386978550e-01,1.571974649998291729e-01,1.514838527969729898e-01,1.555726475151257560e-01,1.552468757017935463e-01,1.539152699400696545e-01,1.548821335308662173e-01,1.546419089169210337e-01,1.572171887453031602e-01,1.556763170593472301e-01,1.563233546119209005e-01,1.547747268275582455e-01,1.552297110577221251e-01,1.558136405819052495e-01,1.565071417586454683e-01,1.550518895885440729e-01
1.565612877400680836e-01,1.568432179642936519e-01,1.562987282589131388e-01,1.559729766317808353e-01,1.564703426147517340e-01,1.540716903465564336e-01,1.562852422363588401e-01,1.551975595625779136e-01,1.556472888910459262e-01,1.570232007773911809e-01,1.540579006154279285e-01,1.541582094479482246e-01,1.570969118233925543e-01,1.548219621737468576e-01,1.565990402436878981e-01,1.549817706585858990e-01,1.561867392319764569e-01,1.542972090053573164e-01,1.543731820712521963e-01,1.555874282204967596e-01,1.541327871402069782e-01,1.536248104521806268e-01,1.566815237628572388e-01,1.543585690259904331e-01,1.542156248178862543e-01
1.558918222684380073e-01,1.555090818281433807e-01,1.569541533271946732e-01,1.579917533234959925e-01,1.557758138150872051e-01,1.558374987395052258e-01,1.562931286880153980e-01,1.563247797321384858e-01,1.565739446489562980e-01,1.529964705979933726e-01,1.557187076957287086e-01,1.545307216184670651e-01,1.562144324996519174e-01,1.547234110572266175e-01,1.538699311223954147e-01,1.525551196046922853e-01,1.549918338771302528e-01,1.523330552388956760e-01,1.557138452516811933e-01,1.549050037455138862e-01,1.572163918064584665e-01,1.557322012574306191e-01,1.565194952320945188e-01,1.553960956224485213e-01,1.568766361558579792e-01
1.565534735518887555e-01,1.554021928557126064e-01,1.544175504355669026e-01,1.555410639949555418e-01,1.552102759046203040e-01,1.529480716733841728e-01,1.552611714761426009e-01,1.516578648607357360e-01,1.550726854556678247e-01,1.550708564210864504e-01,1.554604661365247831e-01,1.543140130901516083e-01,1.559917612747666327e-01,1.550974254118547280e-01,1.565602028736932383e-01,1.562171850155910369e-01,1.553641401858756876e-01,1.552076917868838724e-01,1.557192964143760128e-01,1.544970641159316149e-01,1.553966885579378676e-01,1.551163987555904678e-01,1.576797259614907132e-01,1.533679170542842363e-01,1.566943026436647124e-01
1.557864422994515163e-01,1.548395006055795220e-01,1.564002437881132912e-01,1.553199057941840600e-01,1.561471757782106617e-01,1.559671336485623783e-01,1.564524316431533113e-01,1.558508969728520377e-01,1.565003099221946026e-01,1.574304539162534877e-01,1.556278279752723037e-01,1.558637346693897141e-01,1.549140118378311837e-01,1.545316859175693558e-01,1.543983807834411748e-01,1.573872240247293497e-01,1.530440010471655621e-01,1.550761631218301739e-01,1.513493355960726650e-01,1.565347599165675674e-01,1.531899769783955922e-01,1.566836158160015424e-01,1.547562768206468542e-01,1.577901333072972145e-01,1.518042710455707600e-01
1.534737481009533777e-01,1.562281692215907181e-01,1.552617188101394763e-01,1.537333155530898887e-01,1.562369516738349728e-01,1.546814334774214428e-01,1.552944691934292909e-01,1.559038737760748417e-01,1.545924890990054146e-01,1.557543387535512969e-01,1.541258029253256556e-01,1.555606006771318439e-01,1.549647258499949332e-01,1.541443919304260057e-01,1.559269367375973880e-01,1.573721348077378179e-01,1.553103634645272291e-01,1.557982065880369471e-01,1.559966335960090711e-01,1.569539756035847611e-01,1.527540972109374950e-01,1.556364254566848238e-01,1.552975772421469614e-01,1.553508272320663908e-01,1.546037882224266247e-01
1.552091822755783668e-01,1.559003001590696658e-01,1.569165270787731548e-01,1.557019455978358724e-01,1.554073893340898460e-01,1.548281143038479357e-01,1.551447564225328646e-01,1.538897946209581979e-01,1.553618738382057385e-01,1.536133009971590579e-01,1.554475377182472084e-01,1.546127369076316926e-01,1.573364081145304239e-01,1.526718410626868583e-01,1.551052292263597476e-01,1.537094419375473475e-01,1.561653174549036960e-01,1.533822710552638358e-01,1.530773876193156358e-01,1.539411228733574000e-01,1.537084371139659789e-01,1.566922236980168859e-01,1.562658846047042527e-01,1.560097672292439230e-01,1.564903509835592899e-01
